,GSM3319036_Ovary Normal_eHormones,GSM3319036_Ovary Normal_eStromal,GSM3319040_Ovary Normal_eStromal,GSM3319041_Ovary Normal_eHormones,GSM3319041_Ovary Normal_eStromal,GSM3319042_Ovary Normal_eStromal,GSM3319043_Ovary Normal_eHormones,GSM3319043_Ovary Normal_eStromal,GSM3557960_Ovary Normal_eStromal,GSM3557970_Ovary Normal_eStromal,GSM3557971_Ovary Normal_eHormones,GSM3557972_Ovary Normal_eHormones,GSM3557973_Ovary Normal_eHormones,GSM4568674_Fallopian Tube Normal_secretory cell,GSM4568675_Fallopian Tube Normal_ciliated epithelial cell,GSM4568675_Fallopian Tube Normal_secretory cell,GSM4568676_Fallopian Tube Normal_ciliated epithelial cell,GSM4568676_Fallopian Tube Normal_secretory cell,GSM4568677_Fallopian Tube Normal_secretory cell,GSM4568678_Fallopian Tube Normal_ciliated epithelial cell,GSM4568678_Fallopian Tube Normal_secretory cell,GSM4568679_Fallopian Tube Normal_ciliated epithelial cell,GSM4568679_Fallopian Tube Normal_secretory cell,GSM4568681_Fallopian Tube Normal_ciliated epithelial cell,GSM4568681_Fallopian Tube Normal_secretory cell,GSM4568682_Fallopian Tube Normal_ciliated epithelial cell,GSM4568682_Fallopian Tube Normal_secretory cell,GSM4568684_Fallopian Tube Normal_ciliated epithelial cell,GSM4568684_Fallopian Tube Normal_secretory cell,GSM4568685_Fallopian Tube Normal_ciliated epithelial cell,GSM4568685_Fallopian Tube Normal_secretory cell,GSM4675273_Cancer,GSM4675277_Cancer,ov_GSE184880_GSM5599224_Ovary Normal_eHormones,ov_GSE184880_GSM5599225_Cancer,ov_GSE184880_GSM5599226_Cancer,ov_GSE184880_GSM5599230_Cancer,ov_GSE184880_GSM5599231_Cancer,ov_GSE213243_GSM6576367_Cancer,pan_blue_hgstoc_SOL012_Cancer,pan_blueprint_ovary_scrSOL004_Cancer
FHL2,14.227906,14.9160385,5.9652205,10.727945,7.345171,8.777248,13.810322,9.1107435,4.1788287,6.6943965,15.271617,8.083277,9.072284,0.47412637,0.020257534,0.06791461,0.06879299,0.382047,0.2656916,0.0731725,0.42584673,0.055135597,0.5904503,0.03304051,0.12011109,0.035936717,0.5398791,0.027147053,0.13644198,0.14190643,0.26798606,0.9905257,0.025403941,1.5075563,0.29360455,0.17274617,0.41824034,0.32314986,0.14096546,0.4682159,0.40433648
INHBB,3.4843807,0.7641832,1.3739649,5.8417096,1.0868683,1.531295,0.51096654,0.15544465,1.3938562,1.381321,8.947834,1.1438595,6.064717,0.100609906,0.04877587,0.02149288,0.23514861,0.021107314,0.0,0.2199716,0.0439666,0.2245669,0.08026236,0.100479774,0.046288084,0.13542219,0.039168302,0.033334155,0.016616194,0.043948464,0.012867506,0.091329284,0.006515328,0.3202932,0.13845716,0.6428639,0.5485835,0.013539696,0.6932965,0.5358936,0.0
HS6ST1,2.7511265,1.0411112,0.26213068,0.9245187,0.26649827,0.35685423,1.414515,0.23891883,0.4243318,0.36449897,2.5803142,4.8068395,1.5821264,0.17426264,0.05953434,0.2980759,0.065060474,0.21792556,0.34384802,0.089271046,0.20051105,0.09953483,0.21885926,0.08272427,0.12805615,0.09543384,0.2811068,0.071533315,0.12798479,0.05334746,0.06637872,0.14544687,0.39870116,0.12713768,0.43483013,0.3722288,0.42090902,0.4557373,0.6994433,0.13451706,0.23036437
MZT2B,3.804962,2.5986195,2.502497,6.588217,2.3984845,2.3900516,4.4046683,2.3004186,2.0958042,2.3607223,4.9445086,3.0381808,4.4306993,1.9072955,1.0880017,1.6968275,1.2012539,1.9328662,0.12909147,1.6974552,2.770332,0.17974609,0.4571371,1.7834897,2.8611271,0.25385907,0.36264917,1.399393,2.895424,0.646664,0.6010295,0.87903947,3.4299188,3.204736,1.8801044,4.608657,3.4042454,1.174125,9.1822815,3.2397492,4.377422
CXCR4,0.25774717,0.07660336,0.029719407,0.041602023,0.1359202,0.13091576,0.09426028,0.07992803,0.030321572,0.027260853,0.053661384,0.15210502,0.007562629,1.3350606,0.5381423,1.6951622,0.620902,1.2725726,3.1533911,8.331763,6.347853,6.6960793,7.0857754,8.465793,9.126616,5.8519707,5.7284265,6.6598125,6.336183,4.390811,1.8413407,2.1690636,0.94179076,0.07068156,0.36951596,0.6065786,0.16160399,0.37897357,2.3503182,0.36118242,0.34378928
GRB14,3.2191622,2.2576168,0.782246,1.1339786,1.2415314,1.4480051,2.3069007,1.8920782,1.5940479,1.4469905,2.5631804,2.5632064,2.0680063,0.0013495195,0.0023067193,0.012931377,0.0,0.0,0.0,0.0,0.0,0.0,0.0032648402,0.0,0.0,0.0014828729,0.0,0.0,0.0,0.018455777,0.0,0.0,0.009359688,1.4549122,0.017211406,0.22121562,0.0071354085,0.00071596226,0.00039192647,0.0015840009,0.11320498
NFE2L2,2.0954921,7.392446,6.1732163,2.3134983,7.355873,9.005422,2.9992647,6.729769,5.9622536,6.1974015,1.3028697,1.8882233,2.13513,1.3223532,2.5878446,0.7154061,1.8346741,1.4028909,0.68983287,2.2632902,2.6002133,1.8468661,1.418646,2.3453927,2.3865294,1.7950599,1.0955242,3.1181803,1.3351774,1.7342827,0.8694687,0.993089,0.5791031,0.72934127,1.4257601,1.1479602,1.7797176,1.2382809,1.9674333,0.6457832,0.762221
SLC40A1,0.23277795,0.75911254,1.6277175,0.17743255,1.1994888,1.4840204,0.46251592,2.5007508,0.8976844,0.7232354,0.095179416,0.801448,0.16038477,4.2548785,2.249405,3.6586819,1.6600751,3.006266,4.349507,2.843281,2.7884023,2.094329,5.7673154,4.320162,2.757022,2.3758023,5.048756,4.533184,3.3319936,3.5270655,2.9797032,0.75134313,3.5887203,0.16882214,2.104855,5.1479535,1.2115903,1.5246848,1.8528323,0.3491773,0.13207445
AC013264.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004146658,3.2672515,0.079757266,1.7857438,0.018127758,0.0015927089,1.6890823,0.040327538,1.9040024,0.084201925,1.9573292,0.016457172,1.656584,0.01883666,1.9668727,0.025174605,4.0450735,0.0,0.022331405,0.0,0.0,0.0,0.0,0.0,0.0,0.071556434,0.0,0.0
HSPD1,7.7567244,39.203182,29.576668,5.9792237,39.09619,32.397545,2.8569098,58.760303,24.510773,29.084955,3.2261446,2.3692844,6.9445558,2.8498497,2.0563107,1.6031952,2.6067104,2.4311953,3.776399,2.6384966,1.512883,2.7771158,2.5845613,2.2847056,2.3425655,2.8936179,2.7457395,2.8354867,2.1316729,2.425886,2.3227227,2.9339294,4.0368614,5.798302,4.2582555,4.237709,6.8116927,3.8235326,5.29674,1.6182027,5.207916
HSPE1,3.507923,20.930162,40.340927,6.2448144,50.487198,40.10818,2.660797,52.01216,43.658146,49.469357,3.3681216,3.343599,7.0969415,4.4314847,5.341823,4.0909977,4.292121,2.9440854,3.5156887,3.7747095,3.062723,3.1983285,2.9567273,4.8456397,4.1848803,3.4810624,3.2299697,5.5999265,5.2743983,6.2275743,3.7554548,1.5974646,8.60844,7.655819,5.9228206,7.3919263,7.7088447,5.768416,4.5935025,4.7955036,6.338037
NOP58,0.75811857,3.690088,8.211698,1.130527,8.38887,5.5032682,0.60005575,5.980435,6.7747993,6.195839,0.6228874,0.63511485,0.9352901,0.71989655,0.43389618,0.41759643,0.67010033,0.61299425,0.6166231,0.3744354,0.45864627,0.66294265,1.1027387,0.7154104,0.8578625,0.67792654,1.0301863,0.6525622,0.8327332,0.47578716,0.47195384,0.49574766,0.64424604,0.6890091,1.1436038,1.0012149,1.4406708,0.9820883,1.0806134,0.44027275,1.2140538
IDH1,3.1399386,0.94529593,1.2106395,2.6495092,1.5593721,1.1401715,1.9891136,1.4812106,0.9542152,1.1217221,4.4583955,1.4643787,2.6312916,0.3694606,0.19399266,0.34375176,0.22031973,0.2160696,0.21376643,0.18384568,0.42787635,0.121063665,0.25401363,0.16645576,0.3745067,0.14707978,0.35359693,0.15353788,0.34213287,0.16157131,0.36468256,0.32007545,0.46044424,0.40705425,0.72960573,0.6437492,0.38685316,0.96056354,0.9023253,0.60880315,0.24943203
RPL37A,15.498262,15.091034,36.81767,35.14339,34.68558,38.254498,26.219557,20.79977,36.48491,23.47629,31.198183,28.878986,28.865665,57.841488,24.444298,43.406895,28.719893,71.93848,66.33563,22.043869,25.495317,22.43749,36.825317,22.234064,37.808567,24.489714,43.88347,21.922808,48.19924,39.255196,74.860214,6.462132,45.022526,34.397346,16.746532,30.640802,31.31695,16.993404,10.625404,47.14938,57.167324
IGFBP2,4.5420604,1.8924781,1.8951819,3.0599625,1.5725807,2.9459348,3.1759505,0.5686074,1.1338451,1.2145518,5.1329727,15.692934,3.3409667,0.9713233,0.97748744,4.684807,0.86990535,2.1477022,0.39239958,0.43018377,2.6842442,0.30457693,0.4772549,0.42235398,2.0325336,0.17250206,0.4557233,0.44532198,2.0607693,1.0232829,0.19288588,1.6739196,16.871094,5.511611,3.9859939,8.08908,49.62382,8.206824,10.985211,2.406141,4.676882
TUBA4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05383556,3.0508854,0.1474993,2.6898544,0.087097354,0.031827603,3.119089,0.029369216,3.4790184,0.09710319,3.0404055,0.1315798,3.6399286,0.25284946,3.728981,0.1308606,3.6942284,0.0,0.012238351,0.0,0.0,0.002434757,0.0030050806,0.0015023655,0.0,0.16292213,0.0003900961,0.0
SERPINE2,58.662228,26.967098,11.090451,22.572487,10.742242,12.824945,21.33197,12.309941,9.816897,10.309787,45.97586,27.266165,27.529123,0.16519703,0.13156064,0.06571157,0.24826576,0.07807186,0.092655145,0.3710386,0.6470315,0.275916,0.06446113,0.13588873,0.47787747,0.23153062,0.089194715,0.19010371,0.45572364,0.3144557,0.32288906,0.19772911,0.18291746,2.3063471,0.050446764,0.004392991,0.6370236,1.1583335,0.057011846,0.0,0.21370143
CMTM6,2.4326873,1.6000917,1.8371915,2.2141638,1.7414106,2.0938075,3.031182,2.6173406,1.4796848,1.5070254,1.9771338,2.6405227,1.9432943,2.9563773,2.5999541,6.290761,2.8220358,3.0542953,4.031265,2.7786622,9.613151,3.1996963,4.423742,2.4580626,6.0302153,3.289264,5.22311,3.0270414,4.3030257,4.071942,7.148442,3.873671,1.698115,0.4149597,2.4800057,4.5992694,0.9762501,1.4346111,2.0832496,1.4952415,0.41184422
RPL14,27.074295,29.150997,17.597609,20.263968,18.40906,17.408422,20.311586,14.220713,16.623438,15.699862,17.50601,9.856916,15.736742,30.731682,11.960604,24.749367,11.0947275,35.20593,43.54969,13.021502,21.033672,13.082539,31.095495,13.0506935,26.68453,13.29114,35.356926,11.555211,34.685303,13.860046,41.78207,11.630179,20.13345,17.676834,11.180964,17.680323,10.66793,5.357859,11.129351,14.456354,31.337385
KIF9,0.051146057,0.15007973,0.26245928,0.20526102,0.20441878,0.37636352,0.076658696,0.10937028,0.28856933,0.2874431,0.17569703,0.14996481,0.2642453,0.50652003,4.5914993,0.692696,4.148158,0.5602537,0.5341219,2.5100923,0.363964,3.0923922,0.54394174,2.9629862,0.35803258,3.498814,0.7067856,3.4356368,0.5806409,5.871237,0.8070001,0.140827,0.6329582,0.14761905,0.17908204,0.12210662,0.25093365,0.13040549,0.9480909,0.27836096,0.81179106
DAG1,2.9571779,0.75250983,0.28491783,1.2423028,0.27831355,0.3261311,1.3049775,0.32774693,0.46145546,0.4531329,2.5632055,2.3930562,1.9709841,0.19274116,0.27534595,0.14716256,0.28845444,0.16384378,0.2317296,0.33103117,0.2258591,0.29240724,0.31863397,0.2800282,0.13669276,0.30688748,0.2932257,0.24067701,0.11364617,0.22852506,0.041154616,0.2397722,0.54438156,0.15636504,0.86100405,0.3017594,0.83149517,0.5196602,0.7557594,0.23883994,0.14878811
ZMYND10,0.0,0.0070849652,0.0,0.0,0.012674649,0.0,0.0,0.0,0.005491011,0.0031265386,0.0,0.017437868,0.0,0.04795532,4.702607,0.13652107,4.583231,0.14520302,0.0068555763,5.1656175,0.05268401,6.2032332,0.27211896,6.0608974,0.07038301,5.96229,0.19116405,6.0005164,0.20029014,6.3065867,0.12949836,0.0,0.13202773,0.0,0.03136757,0.0095829265,0.032130424,0.011206132,0.4200269,0.013003005,0.04337558
DNAH12,0.0,0.020091567,0.03484369,0.0,0.0,0.0,0.0,0.0,0.0,0.00887086,0.0,0.0,0.0,0.017605195,1.8449912,0.056093115,2.0036206,0.05358868,0.003836021,2.4295278,0.01895749,3.8917642,0.0553721,2.1312056,0.01061047,3.4819674,0.12048453,2.1230254,0.0743261,3.0969079,0.10665117,0.0,0.0,0.0,0.010138847,0.0,0.0035936784,0.0,0.08158886,0.0,0.0
ARF4,2.3260953,8.255794,10.747796,2.7426734,8.49552,5.777,2.6135669,5.1058836,11.23478,10.136448,2.6306164,2.1623504,2.2284536,1.2908578,1.7596899,1.966439,1.9310317,2.1096385,1.8519573,1.9838332,3.1616068,1.242119,2.7036507,1.6086771,3.8701522,1.3633932,2.5867312,2.8400269,5.4503994,1.9658645,2.8004682,2.122566,2.3562965,3.9730916,1.1767792,1.3760095,3.1572554,1.0646825,1.0793945,1.0476928,1.1737487
SNTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049590282,7.562291,0.18447937,5.6761403,0.10234209,0.040499114,8.155088,0.1508983,10.694254,0.20654328,9.910049,0.19918133,10.815567,0.18469764,8.552826,0.05258423,9.206983,0.025302095,0.0,0.0,0.0,0.0030372574,0.0,0.0018128145,0.005026584,0.095191695,0.0023848007,0.0
FILIP1L,0.4266867,2.8887448,3.1425238,0.13847229,4.9247923,4.150568,0.19118999,5.3112803,3.851078,4.38847,0.06166511,0.3643731,0.053678222,0.041360404,0.05075817,0.0030953952,0.030502157,0.04368043,0.00285809,0.03944807,0.13087898,0.011638966,0.03203845,0.005594553,0.0,0.0025672645,0.012394296,0.0037496714,0.014048601,0.0,0.023099385,0.34977663,0.07128785,0.25027356,0.038893875,0.089093775,0.40655708,0.008652528,0.03570657,0.055678826,0.3134567
RBP1,80.386505,52.155426,20.366365,63.963337,19.613823,20.241056,63.88828,24.444963,14.485882,20.775152,63.872494,49.555935,43.9271,2.9058177,17.448137,4.1479297,14.534255,3.3333876,1.8298988,8.1615,4.536894,8.184167,2.6497705,10.93832,2.3104992,9.551091,2.9742253,12.249438,2.300624,19.440943,5.8471484,2.7378209,1.4161984,17.3492,3.0663407,4.472877,0.7459048,1.6486919,2.3285863,2.621323,3.8230548
TM4SF1,0.37771347,0.74412423,0.3425245,0.014488481,0.47533795,0.32636553,0.05418692,0.0,0.35521027,0.7568217,0.041926615,0.103752494,0.113850266,4.308847,1.2014211,1.5107855,2.5733156,6.250362,5.058954,0.79004157,5.6683354,0.82885,9.024571,0.5666559,4.3198543,0.7997284,8.310258,1.524688,2.5809937,0.9079747,6.04838,7.860015,0.7015632,1.3796413,4.3964343,0.6769387,1.5196997,4.638779,2.3758435,16.094725,0.76358306
MLF1,0.22742662,0.33842623,0.38478172,0.13794914,0.31552124,0.27395204,0.16715199,0.35257787,0.22509593,0.2197678,0.059524648,0.0641481,0.10616321,0.31492013,3.833069,0.10990069,3.7322981,0.33358783,0.56661296,2.797458,0.37597078,3.5129225,0.64239204,3.0750425,0.3694806,3.8713765,0.8528267,3.3112118,0.20576316,3.0932806,0.47175685,1.4879725,3.05933,0.27728996,0.57961917,0.22594629,1.654572,0.70631045,1.199995,0.72171,0.6696196
CLDN11,1.0243112,0.3506775,0.19402033,0.27827814,0.23302649,0.7187273,3.2185452,0.5104468,0.04325301,0.10418936,0.27280605,1.8234254,0.18070891,0.008917169,0.0012547048,0.0,0.017321873,0.010979132,0.0,0.015655885,0.0,0.00912774,0.0,0.0,0.0015020481,0.009047246,0.0113089625,0.0015976836,0.0,0.0,0.005690443,0.048787486,0.04259199,0.07026031,0.008329029,0.043382894,0.033660173,0.008108865,0.012156684,0.00918487,0.49379578
LIPH,0.59695035,1.3938954,5.963957,0.41661915,2.9083176,5.68488,0.70726734,1.8355446,3.8989618,3.3504806,0.5228429,0.6245998,0.50904995,0.10302697,0.07174266,0.104042284,0.20817393,0.04915711,0.111422464,0.048021674,0.50622064,0.13504007,0.14969295,0.033596244,0.2727051,0.19353932,0.12534282,0.06469478,0.10088219,0.104473956,0.050474875,0.043112528,0.06534578,0.124277405,0.17240442,0.019186703,0.056316275,0.12703875,0.038341172,0.015872387,0.37502846
HES1,0.4596451,0.686468,20.6465,2.3605402,14.632486,18.987738,1.0459175,3.0928009,22.08518,6.1867347,0.16118214,0.6031906,0.2769524,12.19579,3.0061157,2.1024427,13.466227,14.609671,2.6220376,1.6569618,6.991025,1.3186171,2.0865636,0.7557703,1.159722,0.78344643,3.2924068,0.8518714,0.5333911,5.4224405,4.4593663,1.5102512,13.158506,0.1289638,0.35114607,0.7502088,3.4297483,2.9602458,1.825448,0.17503165,2.1356742
IQCG,0.5575147,2.2746336,7.9489803,0.8235235,10.286979,4.7495203,0.45564067,2.086713,6.8612256,8.209273,0.34860045,0.49010637,1.1922107,0.19850174,2.2579577,0.17387334,2.2662413,0.13408075,0.06825504,1.8053555,0.1527615,2.3788078,0.13765743,1.8750567,0.2807426,2.395738,0.107964166,1.6688294,0.059740912,3.0121672,0.08616894,0.20936559,0.27246714,0.67931545,0.69822,0.0876817,0.2465686,0.32699993,0.70729744,0.20585895,0.27957052
HS3ST1,4.4570584,1.8658217,0.49484855,1.5494865,0.68617004,1.7261136,3.0021188,1.2920669,1.003911,1.2811193,3.1286101,3.1206825,2.141468,0.031067055,0.014628349,0.019978324,0.013950069,0.017434409,0.014297516,0.0138629,0.087829284,0.015289763,0.0053387354,0.0070717908,0.08282077,0.0072606285,0.010262366,0.0,0.031792503,0.02038536,0.020789992,0.042366162,0.0,0.15751185,0.018571574,0.0018301847,0.01824355,0.017369535,0.0067660054,0.0027561497,0.1041954
CHIC2,0.72494555,3.0213742,2.7842035,0.717788,3.3657756,2.6557655,0.7553889,5.0591927,2.0033438,2.8169425,0.7062741,0.4689618,0.6936013,0.14549388,0.64431536,0.30641645,0.7682308,0.61765695,0.052110508,0.4904215,0.43954805,0.08387823,0.026119694,0.6916696,0.6064792,0.06723223,0.11005158,0.82422394,0.5501898,0.23738341,0.07050488,0.22771972,0.19556119,0.06722105,0.118845955,0.2875402,0.1291837,0.18050334,0.07621324,0.20647962,0.05612429
IGFBP7,42.220615,25.344986,4.878231,11.606847,5.5949903,8.77434,19.881552,11.79857,8.602833,11.726956,26.132755,24.76211,22.844917,8.439723,17.735662,3.6960313,14.54332,8.381212,0.752173,14.373125,4.4040403,3.0412257,2.0740087,12.8092985,2.417593,3.3833191,1.4311384,13.898625,1.2974954,4.0859585,0.37455568,1.7574611,8.468031,6.1475673,1.07124,7.495028,1.5857037,0.012429815,0.4901561,0.28000662,4.989955
UGT2B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857965,0.6992929,2.5420308,1.270735,1.9513785,1.0666852,0.26951697,2.219851,0.18881032,1.0448503,0.33402893,1.9029633,0.30334958,1.5497615,0.31849524,1.3916656,0.3043328,1.5953265,0.33161968,0.9040499,0.0,0.07239106,1.1395067,0.04685837,0.0024674046,0.20777649,0.33022067,0.26074627
CXCL8,0.043488327,0.495022,0.11649393,0.0,0.71090937,0.634226,0.09257711,0.97037625,0.4054349,0.27554554,0.0033843373,0.2202026,0.004900831,1.3246192,0.23904474,0.27783838,0.27807838,1.3542827,3.2041557,2.4522774,4.526447,0.40275106,6.7401557,1.818299,9.945944,0.31967437,6.4919863,2.8966002,8.059144,1.1530505,9.972258,0.98886204,0.26827836,0.86336684,0.28589895,1.0515101,0.5898974,0.23760939,0.06299492,0.017811734,0.0
CXCL2,0.040364612,0.057761464,0.0821691,0.004922732,0.16401668,0.0,0.09576725,0.024403611,0.45489085,0.4181646,0.0,0.0,0.009739613,5.948583,0.1397019,0.42007124,0.7878116,11.647768,1.5943607,2.549162,11.411465,0.25496167,5.548053,2.1121175,26.93403,0.3388501,5.3636155,2.3823178,12.97364,0.5119748,1.3380951,3.8036847,0.17118022,0.07324861,0.16901553,0.26420197,0.21519046,0.20208518,0.06189195,0.002246566,0.054891374
SPARCL1,0.05717341,0.16654377,0.0936097,0.0,0.0,0.13389999,0.1304845,0.2065056,0.069999956,0.11967876,0.004051207,0.08188219,0.4349766,2.8336172,1.9339442,17.17279,0.6088992,1.9983867,3.5572824,2.1829586,4.7212234,0.5511229,0.65078074,0.8487442,9.191907,0.4672463,1.5214185,0.25333554,6.153062,1.8015138,6.4777064,0.20158719,0.17194496,0.24807613,0.03679481,0.09041367,0.015100841,0.022628618,0.028627627,0.028664006,0.4272689
RPL34,20.295074,20.308456,79.657196,79.925095,81.16131,86.42963,89.515976,75.51956,72.9956,70.97769,73.641914,70.74423,56.431297,77.906235,28.609978,52.797543,35.549294,94.60883,106.199615,34.776733,52.910633,35.26716,72.26029,37.229794,81.20479,37.89352,87.70725,31.013203,89.78271,55.495045,137.47603,8.091273,25.030338,25.570343,9.394046,14.404113,9.862589,8.295978,28.666126,26.937765,37.5478
PLA2G12A,2.6525843,1.1212894,1.2501731,2.8724816,1.2403196,2.0818777,2.4863534,1.0853968,1.6824632,1.9571443,2.345674,2.2380898,3.232286,0.20023042,0.27638626,0.31660137,0.27927458,0.35200456,0.17621817,0.2013855,0.22267076,0.22506627,0.28337538,0.36822388,0.31140372,0.23929597,0.19828552,0.42494178,0.2365664,0.26726234,0.17301187,0.20683861,0.15307182,1.1325362,0.53139514,0.3208958,0.30811605,0.55173814,0.64550585,0.4160063,0.33540535
SNHG8,0.92036915,1.676865,2.9818227,0.95040166,2.5969925,2.4171867,1.3850796,2.2829485,4.7299705,4.1303844,1.0777291,0.73176163,0.6771943,4.156875,1.3241124,4.3689337,1.9773678,6.250308,6.865873,0.8110228,2.2781928,0.88836807,2.9427316,1.0843648,3.1700437,1.1166183,3.972922,1.4465691,3.3361664,2.5276923,9.362443,1.2809459,1.0376762,0.9146218,0.7885455,1.9463614,1.1453872,0.39521387,1.8043474,1.2396889,1.5771309
USP53,0.113423504,0.23128323,0.6308113,0.12027465,0.7845502,0.22202526,0.16274878,0.37820083,1.0120876,0.42014697,0.088588014,0.13008091,0.106553294,2.5744984,0.845342,4.223215,0.9366873,3.789691,3.6004868,0.5758493,3.6914444,0.506945,2.1893842,0.5679502,5.282924,0.4878686,2.1958523,1.0179628,3.5580583,1.1610358,4.9096594,0.2814141,0.27956542,0.1300656,1.6977676,0.3511646,0.17411833,1.116956,0.43267795,0.08857738,0.047972675
GASK1B,1.6036358,2.546069,1.2326684,0.85675406,1.336959,2.0625465,3.3102522,4.1134768,0.4530084,0.6008673,0.92238235,3.535208,1.0547937,0.0062754233,0.05777163,0.08586675,0.019058635,0.01104122,0.013187043,0.13000552,0.04684977,0.027074799,0.01845246,0.027610889,0.0,0.03467607,0.06706025,0.0026180418,0.0,0.029424077,0.099327534,0.06188661,0.0,2.2238076,0.011869202,0.23903236,0.08346604,0.0012828107,0.0023975002,0.0070951595,0.087388135
C5orf49,0.0,0.0048298533,0.0,0.0,0.010149123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18211745,7.166514,0.21415466,9.297452,0.42218918,0.030620784,9.5895,0.29089504,2.416328,0.12831192,10.062374,0.1546815,2.1158085,0.039837714,9.085716,0.124302104,1.9576013,0.0078979675,0.17063726,0.10391461,0.0,0.035247754,0.019835804,0.037981085,0.0011087493,0.9397261,0.019303348,0.2704969
ROPN1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033426427,0.0,0.0,0.0,0.08888481,3.2785435,0.065815516,2.8500175,0.082863525,0.0,2.074252,0.020033514,1.8683474,0.02974169,2.9179888,0.037591375,1.9105879,0.06913739,2.8653698,0.09412764,3.2733684,0.0,0.01503371,0.045842864,0.0,0.01746582,0.016342836,0.008659593,0.0004898076,0.24143879,0.012148299,0.0
CAPSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048839364,7.8925786,0.17928317,7.116799,0.18250538,0.036210485,6.916186,0.21492998,9.090415,0.32535186,7.843804,0.09722169,8.698317,0.31822026,6.2243576,0.05663643,9.885364,0.02801045,0.024016175,0.09475771,0.0,0.037543867,0.011703816,0.05430405,0.0012019414,0.3496392,0.0021293801,0.24896817
RPL37,7.930559,8.724025,19.777086,17.636957,17.101395,18.601778,13.26339,12.297233,21.920647,13.887087,18.190685,18.764269,16.940786,46.565594,16.659803,33.259186,16.662619,45.06471,55.388462,13.503733,23.948318,14.489057,41.227257,14.088928,36.909794,15.072275,42.07046,13.580928,39.66816,22.236877,53.264465,10.397105,25.503351,26.418154,22.661346,39.89245,26.374437,19.758509,11.643974,63.429657,26.870832
SELENOP,15.020181,8.413531,3.3868432,3.2106314,2.1584828,6.5787845,20.40912,8.718687,1.4481349,1.3847405,6.7626204,10.352718,4.9445267,1.1746435,1.9638759,7.394833,1.5521812,4.6358213,2.2513638,1.1707251,1.8236637,1.0193053,1.3688754,0.5758029,1.5493783,0.89476633,2.0789564,0.4078731,2.7017384,0.82741904,3.300257,1.6721047,1.4223202,0.94818646,1.037449,6.4459066,0.9642102,2.0509045,0.47071514,2.3404136,0.2825492
FST,4.749553,1.1838548,1.0991911,2.7354753,1.3094649,1.9501439,2.4062324,1.7385572,0.5437696,0.74127346,3.9883776,3.5255978,2.0636985,0.050626997,0.024664067,0.0,0.028083254,0.0,0.0,0.0014315101,0.0,0.00424392,0.02151808,0.020897236,0.0,0.0,0.028283594,0.0012181685,0.0,0.009919671,0.0,0.0851294,0.0,1.9537051,1.161902,0.01181198,0.032688785,0.00050944014,0.0071935398,0.22771502,0.0
PART1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047751353,0.0,0.0,0.0,2.3746896,1.1815258,2.1807022,2.5516522,2.820675,4.3018355,1.4080279,1.9892092,0.94065255,1.4824028,1.5177791,1.9976747,0.9455705,1.8556445,1.7665095,2.2831407,1.5747942,3.3366103,0.19694938,0.37707552,0.0,0.36873913,0.33500186,0.13826065,0.11750394,0.2650859,0.8348485,0.04052981
ENC1,0.7474055,3.4780014,1.6655827,0.07044378,1.4687713,1.90531,0.33298054,1.7645551,3.0840917,2.6115532,0.05365514,1.2274473,0.060069446,0.035560682,0.025680011,0.01832086,0.042520307,0.035301194,0.017382678,0.018474555,0.013641605,0.011208294,0.03850065,0.018132187,0.0,0.0067131473,0.0,0.0687581,0.03700015,0.03146604,0.029476164,0.48586485,0.07724129,0.40817434,0.078516565,0.08203704,0.2460924,0.65223306,0.21142893,0.093116246,1.4751245
CRHBP,8.611467,3.2767007,0.0,0.32705447,0.08950625,0.22771464,0.93841535,0.517001,0.02729748,0.053201564,3.5688004,3.0041182,0.5233041,0.0,0.0,0.014885973,0.0,0.016352972,0.009023515,0.007311095,0.0028669552,0.0,0.0,0.0,0.0,0.0,0.020436658,0.0,0.005115657,0.07091402,0.0,0.033100672,0.0,0.20617697,0.00024828943,0.0,0.0005393607,0.0,7.418803e-05,0.0,0.0
RPS23,20.683458,21.376942,25.510237,31.46675,29.167013,28.181646,29.803902,23.426405,29.198614,26.50129,26.092312,22.721468,24.177786,48.847313,16.88608,36.654373,15.472834,49.608624,56.946655,11.943841,24.351427,11.239001,30.823269,12.012544,30.00651,12.039472,37.408257,12.479394,43.435387,20.421457,59.86035,10.594505,11.909126,30.096003,7.118952,21.37643,13.384994,7.340557,8.601116,44.975266,78.195496
